"id_proc_compra","processo_sipac","id_material","denominacao","id_item_proc_compra","valor_pre_compra","quantidade","qtd_recebida","id_situacao","situacao"
576,"23076.22417/2017-0",6761,"023 - CHAVE UNIPOLAR LIGA DESLIGA",3919,7.87,50.00,0.00,1,LICITADO
576,"23076.22417/2017-0",6766,CONECTOR SPLIT BOLT DE 185 MM²,3914,27.59,20.00,0.00,1,LICITADO
576,"23076.22417/2017-0",6770,CONECTOR SPLIT BOLT DE 70 MM²,3910,11.72,20.00,0.00,1,LICITADO
576,"23076.22417/2017-0",6775,"057 - GRAMPO DE ANCORAGEM PASSANTE",3905,113.08,30.00,0.00,1,LICITADO
576,"23076.22417/2017-0",6777,HASTE DE ATERRAMENTO COBREADA,3903,36.07,30.00,0.00,1,LICITADO
576,"23076.22417/2017-0",6813,TERMINAL DE PRESSÃO DE 10MM²,3989,2.90,50.00,0.00,1,LICITADO
576,"23076.22417/2017-0",6815,TERMINAL DE PRESSÃO DE 150MM²,3991,13.13,10.00,0.00,1,LICITADO
576,"23076.22417/2017-0",6817,TERMINAL DE PRESSÃO DE 185MM²,3993,19.12,10.00,0.00,1,LICITADO
576,"23076.22417/2017-0",6823,TERMINAL DE PRESSÃO DE 70MM²,3999,6.03,10.00,0.00,1,LICITADO
576,"23076.22417/2017-0",6759,"016 - CAIXA TERMOPLÁSTICA POLIFÁSICA",3921,161.12,30.00,0.00,1,LICITADO
103,"23076.46549/2017-19",7618,"ZZ FITA ADESIVA, CREPE, DE 19MM X 50M",1954,2.44,800.00,-300.00,1,LICITADO
103,"23076.46549/2017-19",5710,FITILHO CINZA - ROLO 1.200 G,1956,7.96,65.00,-15.00,1,LICITADO
103,"23076.46549/2017-19",5775,LIVRO DE PROTOCOLO CAPADURA 216MM X 153MM,1975,5.92,350.00,-150.00,1,LICITADO
103,"23076.46549/2017-19",8232,PINCEL ATÔMICO (AZUL),1871,1.35,610.00,240.00,1,LICITADO
103,"23076.46549/2017-19",5739,PINCEL ATÔMICO (VERMELHO),1869,1.39,550.00,120.00,1,LICITADO
103,"23076.46549/2017-19",5732,PINCEL MARCADOR PERMANENTE CD/DVD - VERMELHO,1868,2.86,640.00,240.00,1,LICITADO
103,"23076.46549/2017-19",8245,TINTA PARA CARIMBO PRETO 42ML,1858,2.84,390.00,80.00,1,LICITADO
326,"23076.6457/2018-87",5982,CONGELADOR ( FREEZER VERTICAL ),2951,2026.02,30.00,0.00,1,LICITADO
326,"23076.6457/2018-87",8410,CONGELADOR ( FREEZER VERTICAL ) C/01 PORTA - 151 A 200 L,2953,2392.74,9.00,0.00,1,LICITADO
326,"23076.6457/2018-87",1479,CONGELADOR (FREEZER HORIZONTAL) C/ 01 PORTA - 251 A 400 L,2954,1793.72,13.00,0.00,1,LICITADO
326,"23076.6457/2018-87",5034,FOGÃO 06 BOCAS,2957,1049.17,3.00,0.00,1,LICITADO
326,"23076.6457/2018-87",5044,REFRIGERADOR FRIGOBAR 76 A 86 LITROS,2944,862.41,41.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8474,TROCA DE SEGREDO DE FECHADURA TETRA COM FORNECIMENTO DE MATERIAL - CAA,5218,126.67,20.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8438,TROCA DE SEGREDO DE FECHADURA TETRA COM FORNECIMENTO DE MATERIAL,5219,126.67,90.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8473,TROCA DE SEGREDO DE FECHADURA COMUM COM FORNECIMENTO DE MATERIAL - CAV,5220,90.00,1.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8472,TROCA DE SEGREDO DE FECHADURA COMUM COM FORNECIMENTO DE MATERIAL - CAA,5221,90.00,20.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8437,TROCA DE SEGREDO DE FECHADURA COMUM COM FORNECIMENTO DE MATERIAL,5222,90.00,370.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8471,TROCA DE FECHADURA TETRA COM FORNECIMENTO DE MATERIAL - CAA,5223,273.75,200.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8418,TROCA DE FECHADURA TETRA COM FORNECIMENTO DE MATERIAL,5224,273.75,140.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8470,TROCA DE FECHADURA COMUM COM FORNECIMENTO DE MATERIAL - CAMPUS CAV,5225,180.14,52.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8469,TROCA DE FECHADURA COMUM COM FORNECIMENTO DE MATERIAL - CAA,5226,180.14,200.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8417,TROCA DE FECHADURA COMUM COM FORNECIMENTO DE MATERIAL,5227,180.14,1060.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8468,MODELAGEM DE CHAVE TETRA - CAA,5228,57.22,50.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8412,MODELAGEM DE CHAVE TETRA,5229,57.22,295.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8413,MODELAGEM DE CHAVE GORGE,5230,59.56,95.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8460,CÓPIA DE CHAVE COMUM - CAMPUS CAV,5231,9.11,3.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8459,CÓPIA DE CHAVE COMUM - CAA,5232,9.11,500.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8414,CÓPIA DE CHAVE COMUM,5233,9.11,3345.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8458,CONSERTO DE FECHADURA TETRA - CAA,5234,71.00,150.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8440,CONSERTO DE FECHADURA TETRA,5235,71.00,165.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8457,CONSERTO DE FECHADURA ELÉTRICA - CAA,5236,304.45,20.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8444,CONSERTO DE FECHADURA ELÉTRICA,5237,304.45,170.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8455,"CONSERTO DE FECHADURA DE ARMÁRIOS, GAVETEIROS, MESAS, ESTANTES E ARQUIVOS COM FORNECIMENTO DE MATERIAL CAV",5238,52.00,3.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8454,"CONSERTO DE FECHADURA DE ARMÁRIOS, GAVETEIROS, MESAS, ESTANTES E ARQUIVOS COM FORNECIMENTO DE MATERIAL - CAA",5239,52.00,200.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8442,"CONSERTO DE FECHADURA DE ARMÁRIOS, GAVETEIROS, MESAS, ESTANTES E ARQUIVOS COM FORNECIMENTO DE MATERIAL",5240,52.00,1310.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8449,CONSERTO DE FECHADURA COMUM - CAA,5241,58.00,150.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8439,CONSERTO DE FECHADURA COMUM,5242,58.00,975.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8416,CÓPIA DE CHAVE GORGE,5243,37.72,245.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8415,CÓPIA DE CHAVE TETRA,5244,37.72,250.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8461,CÓPIA DE CHAVE TETRA - CAA,5245,37.72,100.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8443,INSTALAÇÃO DE FECHADURA ELÉTRICA COM FORNECIMENTO DE MATERIAL,5246,532.96,203.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8462,INSTALAÇÃO DE FECHADURA ELÉTRICA COM FORNECIMENTO DE MATERIAL - CAA,5247,532.96,20.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8463,INSTALAÇÃO DE FECHADURA ELÉTRICA COM FORNECIMENTO DE MATERIAL - CAV,5248,532.96,17.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8441,"INSTALAÇÃO DE FECHADURAS DE ARMÁRIOS, GAVETEIROS, MESAS, ESTANTES E ARQUIVOS COM FORNECIMENTO DE MATERIAL",5249,70.92,825.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8464,"INSTALAÇÃO DE FECHADURAS DE ARMÁRIOS, GAVETEIROS, MESAS, ESTANTES E ARQUIVOS COM FORNECIMENTO DE MATERIAL - CAA",5250,70.92,200.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8465,"INSTALAÇÃO DE FECHADURAS DE ARMÁRIOS, GAVETEIROS, MESAS, ESTANTES E ARQUIVOS COM FORNECIMENTO DE MATERIAL - CAV",5251,70.92,5.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8411,MODELAGEM DE CHAVE COMUM,5252,53.00,450.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8466,MODELAGEM DE CHAVE COMUM - CAA,5253,53.00,50.00,0.00,1,LICITADO
951,"23076.36034/2017-19",8467,MODELAGEM DE CHAVE COMUM - CAV,5254,53.00,6.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10067,"001 - ABRAÇADEIRA, MATERIAL AÇO GALVANIZADO, TIPO PRESSÃO, APLICAÇÃO FIXAÇÃO LÂMPADA FLUORESCENTE, CARACTERÍSTICAS ADICIONAIS PARA LÂMPADA 32W.",4468,1.43,250.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10068,"002 - CABO DE FIO DE COBRE, FLEXÍVEL, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 4 OU 5, ISOLAÇÃO EM PVC (70ºC), E COBERTURA EM PVC COM CARACTERÍSTICAS DE NÃO PROPAGAÇÃO E AUTO-EXTINÇÃO DE CHAMA. TENSÃO ISOLAMENTO 0,6/1 KV - SEÇÃO NOMINAL 3 X 2,5 MM².",4469,362.33,12.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10069,"003 - CABO DE FIO DE COBRE, FLEXÍVEL, TÊMPERA MOLE, ENCORDOAMENTO CLASSE 5, ISOLAÇÃO EM PVC (70ºC), COM CARACTERÍSTICAS DE NÃO PROPAGAÇÃO E AUTO-EXTINÇÃO DE CHAMA. COBERTURA EM PVC I TENSÃO ISOLAMENTO 0,6 / 750V - SEÇÃO NOMINAL 6 MM².",4470,189.87,40.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10071,"005 - CABO DE REDE COMPUTADOR, MATERIAL CONDUTOR COBRE RÍGIDO, BITOLA CONDUTOR 24 AWG, TIPO CONDUTOR 4 PARES, PADRÃO CABEAMENTO UTP-6, CARACTERÍSTICAS ADICIONAIS CABO MONTADO(LINE CORD) COM CONECTORES RJ-45 EM A M, CATEGORIA 6, COMPRIMENTOCABO 1,5 M, APLICAÇÃO REDE DE INFORMÁTICA.",4472,39.45,250.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10078,"009 - CABO FIBRA ÓTICA, TIPO MONOMODO, QUANTIDADE FIBRAS 08, REVESTIMENTO EXTERNO TERMOPLÁSTICO NA COR PRETA, CARACTERÍSTICAS ADICIONAIS GELEADO COM NÚCLEO DIELÉTRICO/AÇO CORRUGADO, NORMAS TÉCNICAS ABNT 15108 E NBR 15110.",4479,5.91,1500.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10079,"010 - CABO HDMI X HDMI BLINDADO DE 1,8 METROS - GARANTIA MÍNIMA: 01 (UM) ANO - CARACTERÍSTICAS TÉCNICAS: CABO ÁUDIO E VÍDEO DIGITAL HDMI M X HDMI M.",4480,89.78,100.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10081,"011 - CABO HDMI X HDMI BLINDADO DE 5 METROS - GARANTIA MÍNIMA: 01 (UM) ANO - CARACTERÍSTICAS TÉCNICAS: : CABO ÁUDIO E VÍDEO DIGITAL HDMI M X HDMI M.",4541,58.70,150.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10082,"013 - CABO TELEFÔNICO - CABO TELEFÔNICO METÁLICO CTP-APL-50 100 PARES, COMPOSIÇÃO: CABO TELEFÔNICO CONSTITUÍDO POR CONDUTORES DE COBRE ELETROLÍTICO E MACIÇO, ISOLAÇÃO EM TERMOPLÁSTICO, REUNIDOS EM PARES E NÚCLEO PROTEGIDO POR UMA CAPA APL. NORMAS APLICÁVEIS: ABNT NBR 9124: CABO TELEFÔNICO ISOLADO COM TERMOPLÁSTICO E PROTEGIDO POR CAPA APL CERTIFICAÇÕES: ANATEL - 0583-02-0256.",4542,2235.95,5.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10083,"014 - CABO TELEFÔNICO, MATERIAL CONDUTOR COBRE, DIÂMETRO EXTERNO 50 MM, QUANTIDADE PARES 20, CARACTERÍSTICAS ADICIONAIS COM BLINDAGEM FLEX TELECOM, TIPO CTP-APL.",4543,6.56,600.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10084,"015 - CABO TELEFÔNICO, MATERIAL CONDUTOR COBRE, DIÂMETRO EXTERNO 50 MM, QUANTIDADE PARES 50, CARACTERÍSTICAS ADICIONAIS COM BLINDAGEM FLEX TELECOM, TIPO CTP-APL.",4544,25.57,300.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10086,"017 - CABO USB TIPO AXB COM FILTRO HIGH SPEED. - IDEAL PARA LIGAR PERIFÉRICOS DE CONECTOR USB TIPO B EM COMPUTADORES, CARACTERÍSTICAS TÉCNICAS - 1 CONECTOR TIPO A - 1 CONECTOR TIPO B COM FILTRO. - POSSUI FILTRO PARA ELIMINAÇÃO DE INTERFERÊNCIAS EXTERNAS - COMPRIMENTO: 05 METROS - PADRÃO: USB 2.0",4546,17.12,200.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10087,"018 - CABO USB TIPO AXB COM FILTRO HIGH SPEED. - IDEAL PARA LIGAR PERIFÉRICOS DE CONECTOR USB TIPO B EM COMPUTADORES, CARACTERÍSTICAS TÉCNICAS - 1 CONECTOR TIPO A - 1 CONECTOR TIPO B COM FILTRO. - POSSUI FILTRO PARA ELIMINAÇÃO DE INTERFERÊNCIAS EXTERNAS - COMPRIMENTO: 10 METROS - PADRÃO: USB 2.0",4547,35.75,50.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10089,"020 - CABO VGA/SVGA/RGB COM TRIPLA BLINDAGEM, COMPRIMENTO 10 METROS - CABO UTILIZADO NOS PADRÕES VGA/SVGA/RGB 15 PINOS PARA MONITORES TVS DE PLASMA, LCD, LED, MONITOR,TELÃO OU PROJETOR OU QUALQUER OUTRO APARELHO QUE RECEBA A ENTRADA OU SAÍDA VGA/SVGA/RGB DE 15 PINOS.",4549,64.56,50.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10090,"021 - CABO VGA/SVGA/RGB COM TRIPLA BLINDAGEM, COMPRIMENTO 15 METROS - CABO UTILIZADO NOS PADRÕES VGA/SVGA/RGB 15 PINOS PARA MONITORES TVS DE PLASMA, LCD, LED, MONITOR,TELÃO OU PROJETOR OU QUALQUER OUTRO APARELHO QUE RECEBA A ENTRADA OU SAÍDA VGA/SVGA/RGB DE 15 PINOS.",4550,141.27,20.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10092,"023 - CONECTOR CABO PAR TRANÇADO - CONECTOR CABO PAR TRANÇADO, TIPO MACHO, MODELO RJ45, CATEGORIA 6, MATERIAL TERMOPLÁSTICO ALTO IMPACTO ANTI-CHAMA (UL94 V-0), BITOLA CONDUTOR 22-26 AWG, MATERIAL CONTATO BRONZE FOSFOROSO C/CAMADAS 2,54M NÍQUEL/1,27M OURO.",4552,5.30,1000.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10095,"024 - DISJUNTOR TERMOMAGNÉTICO EM CAIXA MOLDADA, TRIPOLAR, CAPACIDADE NOMINAL DE CONDUÇÃO DE 63A, CAPACIDADE DE INTERRUPÇÃO SIMÉTRICA MÍNIMA DE 10KA EM 380V. FABRICADO DE ACORDO COM A NORMA NBR IEC 60947-2.",4553,88.39,5.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10096,"025 - DISJUNTOR TRIPOLAR, CAPACIDADE DE INTERRUPÇÃO MÍNIMA 3KA EM 380V, SISTEMA DE ENGATE BOLT-ON. CORRENTE NOMINAL 35A. FABRICADO DE ACORDO COM A NORMA NBR NM 60898.",4554,54.52,10.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10105,"031 - LÂMPADA MISTA 250WX220V E27, COR: BRANCA QUENTE, VIDA ÚTIL (HORAS): 9.000, BASE: ROSCA.",4560,33.70,100.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10107,"032 - LÂMPADAS FLUORESCENTES COMPACTAS COM REATOR EMBUTIDO, 26 WATTS  NB AZUL E BASE E-27",4561,9.80,50.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10109,"033 - PLACA ""ESPELHO"" (TAMPA) EM PVC ANTICHAMA NA COR CINZA COM DUAS ENTRADAS PARA MÓDULO RJ45 (REDE). REFERÊNCIA TIGRE CONDULETE TOP.",4562,19.71,300.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10110,"034 - PORTA LÂMPADA COM RABICHO, TIPO BOCAL, MATERIAL TERMOPLÁSTICO, SOQUETE EM LATÃO, BASE ROSCA E-27, VEDAÇÃO PARA USO AO TEMPO, 100W - 250V~",4563,3.10,20.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10112,"036 - REATOR ELETRÔNICO DE PARTIDA INSTANTÂNEA PARADUAS LÂMPADASFLUORESCENTES DE32W, 220V, 60HZ, FATOR DE POTÊNCIA IGUAL OU SUPERIOR A 0,97 INDUTIVO, POTÊNCIA PRÓPRIA IGUAL OU INFERIOR A 3W, FABRICADO DE ACORDO COM AS NORMAS NBR 14417 E NBR 14418.",4565,22.80,250.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10113,"037 - REATOR ELETRÔNICO DE PARTIDA INSTANTÂNEA PARAUMA LÂMPADAFLUORESCENTE DE32W, 220V, 60HZ, FATOR DE POTÊNCIA IGUAL OU SUPERIOR A 0,97 INDUTIVO, POTÊNCIA PRÓPRIA IGUAL OU INFERIOR A 3W, FABRICADO DE ACORDO COM AS NORMAS NBR 14417 E NBR 14418.",4566,27.70,150.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10117,"039 - RECEPTÁCULO EM LOUÇA, ACABAMENTO ESMALTADO, SOQUETE E40, PARA USO EM ARANDELAS, LUMINÁRIAS, REFLETORES E SPOTS EM GERAL.",4568,8.61,30.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10119,"040 - SUPORTE ANTIVIBRATÓRIO (RECEPTÁCULO) PARA LÂMPADA FLUORESCENTE DE 32W, EM POLIPROPILENTO, CONTATOS EM LATÃO.",4570,2.66,200.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10073,"045 - CABO ELÉTRICO FLEXÍVEL, CLASSE DE ENCORDOAMENTO 4 OU 5, TENSÃO ISOLAMENTO 0,6/1 KV, NORMAS TÉCNICAS NBR 7288, COR DA COBERTURA PRETA, SEÇÃO NOMINAL 10 MM2, MATERIAL DO CONDUTOR COBRE, MATERIAL ISOLAMENTO PVC - CLORETO DE POLIVINILA",4574,8.62,2000.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10093,"048 - CONECTOR TIPO PARAFUSO FENDIDO (SPLIT BOLT) FABRICADO EM LATÃO COM ACABAMENTO ESTANHADO, BASE E PORCA SEXTAVADAS PARA UTILIZAÇÃO COM 2 CABOS DE 70MM2. MODELO DE REFERÊNCIA 600800 (MAGNET).",4577,19.99,5.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10103,"050 - LÂMPADA DE MULTIVAPORES METÁLICOS HQI-TS, 150W, E40, ALTO FLUXO LUMINOSO, TEMPERATURA DE COR ENTRE 3000K A 6000K. COMPATÍVEL COM O REATOR OFERTADO NESTE ANEXO.",4579,59.54,35.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10108,"055 - LUVA PARA ELETRODUTO ROSCÁVEL EM PVC RÍGIDO, ANTI-CHAMA, BITOLA 1, QUE ATENDA ÀS ESPECIFICAÇÕES DA NBR 15465:2008. COR: PRETO",4584,1.23,250.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10094,"056 - CURVA 90º EM PVC RÍGIDO, ANTI-CHAMA, ELETRODUTO ROSCÁVEL 1, QUE ATENDA AS ESPECIFICAÇÕES DA NBR 15465:2008. COR: PRETO",4585,5.96,100.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10080,"012 - CABO HDMI X HDMI BLINDADO DE 20 METROS - GARANTIA MÍNIMA: 01 (UM) ANO - CARACTERÍSTICAS TÉCNICAS: : CABO ÁUDIO E VÍDEO DIGITAL HDMI M X HDMI M.",4429,167.15,50.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10070,"004 - CABO DE REDE COMPUTADOR U/UTP CAT 6. DEVE ATENDER OS REQUISITOS DA NORMA ANSI EIA/TIA 568-B-2.1. DEVE POSSUIR 4 PARES DE FIO. CATEGORIA 6. CABO DE PARES TRANÇADOS COMPOSTOS DE CONDUTORES SÓLIDOS DE COBRE NU, 23AWG, ISOLADOS EM POLIETILENO ESPECIAL. CAPA EXTERNA EM PVC NÃO PROPAGANTE À CHAMA. DEVE SER FABRICADO COM MATERIAL LSZH (LOW SMOKE, ZERO HALOGEN). DEVE POSSUIR MARCAÇÃO SEQUENCIAL MÉTRICA DECRESCENTE (305 - 0 M) NA EMBALAGEM, COM GRAVAÇÃO DE DIA MÊS ANO HORA DE FABRICAÇÃO.",4471,546.40,20.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10072,"006 - CABO DE REDE COMPUTADOR, MATERIAL CONDUTOR COBRE RÍGIDO, BITOLA CONDUTOR 24 AWG, TIPO CONDUTOR 4 PARES, PADRÃO CABEAMENTO UTP-6, CARACTERÍSTICAS ADICIONAIS CABO MONTADO(LINE CORD) COM CONECTORES RJ-45 EM A M, CATEGORIA 6, COMPRIMENTOCABO 2,5 M, APLICAÇÃO REDE DE INFORMÁTICA.",4473,11.33,250.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10076,"007 - CABO EXTENSOR USB 2.0, CONECTORES USB MACHO X USB FÊMEA, 1,8 METROS.",4477,12.09,200.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10077,"008 - CABO EXTENSOR USB 2.0, CONECTORES USB MACHO X USB FÊMEA, 5 METROS.",4478,17.98,50.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10085,"016 - CABO USB TIPO AXB COM FILTRO HIGH SPEED. - IDEAL PARA LIGAR PERIFÉRICOS DE CONECTOR USB TIPO B EM COMPUTADORES, CARACTERÍSTICAS TÉCNICAS - 1 CONECTOR TIPO A - 1 CONECTOR TIPO B COM FILTRO. - POSSUI FILTRO PARA ELIMINAÇÃO DE INTERFERÊNCIAS EXTERNAS - COMPRIMENTO: 01,80 METROS - PADRÃO: USB 2.0",4545,6.25,100.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10088,"019 - CABO VGA/SVGA/RGB COM TRIPLA BLINDAGEM, COMPRIMENTO 1,8 METROS - CABO UTILIZADO NOS PADRÕES VGA/SVGA/RGB 15 PINOS PARA MONITORES TVS DE PLASMA, LCD, LED, MONITOR,TELÃO OU PROJETOR OU QUALQUER OUTRO APARELHO QUE RECEBA A ENTRADA OU SAÍDA VGA/SVGA/RGB DE 15 PINOS.",4548,19.45,50.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10091,"022 - CONECTOR CABO PAR TRANÇADO - CONECTOR CABO PAR TRANÇADO, TIPO FÊMEA, MODELO RJ45, CATEGORIA 6.",4551,7.92,400.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10098,"026 - FILTRO DE LINHA, TENSÃO ALIMENTAÇÃO 110/220 V, CORRENTE MÁXIMA 10 A, QUANTIDADE SAÍDA 5 TOMADAS COM 3 PINOS TIPO FÊMEA COM ATERRAMENTO, CARACTERÍSTICAS ADICIONAIS INTERRUPTOR LIGA/DESLIGA, APLICAÇÃO EQUIPAMENTO INFORMÁTICA/ELÉTRICO, FREQUÊNCIA 50/60 HZ.",4555,54.15,300.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10099,"027 - FITA ISOLANTE ELÉTRICA, MATERIAL BÁSICO BORRACHA ETILENO-PROPILENO (EPR), RESISTÊNCIA À TENSÃO ATÉ 69.000, COR PRETA, CLASSE TEMPERATURA 90, COMPRIMENTO 10, LARGURA 19, ESPESSURA 0,76, NORMAS TÉCNICAS NBR 10.669, CARACTERÍSTICAS ADICIONAIS AUTOFUSÃO",4556,28.75,100.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10100,"028 - FITA ISOLANTE ELÉTRICA. FITA ISOLANTE 19 MM X 20 M, ANTICHAMA, COMPOSTA DE FILME DE PVC COM ADESIVO A BASE DE BORRACHA SENSÍVEL A PRESSÃO DOS DEDOS, COR PRETA, PARA ISOLAÇÃO DE CABO FLEXÍVEL DE ATÉ 750 VOLTS.",4557,19.96,200.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10101,"029 - HASTE DE ATERRAMENTO EM AÇO CARBONO COM REVESTIMENTO DE COBRE ELETROLÍTICO 5/8"" X 3000MM",4558,36.63,10.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10102,"030 - INTERRUPTOR SIMPLES PARA EMBUTIR, 3 SEÇÕES, CAPACIDADE NOMINAL 10A, ISOLAMENTO NOMINAL 250V, EM MATERIAL TERMOPLÁSTICO NÃO PROPAGADOR DE CHAMAS, FABRICADO DE ACORDO COM A NORMA ABNT NBRNM 60669/2004.",4559,11.44,30.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10111,"035 - PROJETOR RETANGULAR FECHADO PARA USO EXTERNO, PARA LÂMPADAS VAPOR DE SÓDIO 250W. CORPO REFLETOR EM CHAPA DE ALUMÍNIO REFLETAL, LATERAIS FUNDIDAS EM LIGA DE ALUMÍNIO. LENTE PLANA DE VIDRO CRISTAL TEMPERADO. RECEPTÁCULO DE PORCELANA BASE E-40. SUPORTE DE FIXAÇÃO EM AÇO ZINCADO, QUE PERMITE MOVIMENTOS HORIZONTAIS E VERTICAIS.",4564,331.30,50.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10116,"038 - RECEPTÁCULO EM LOUÇA, ACABAMENTO ESMALTADO, SOQUETE E27, PARA USO EM ARANDELAS, LUMINÁRIAS, REFLETORES E SPOTS EM GERAL.",4567,13.63,50.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10118,"040 - SOQUETE PARA LÂMPADAS FLUORESCENTES DE 32 W, TIPO TOMADINHA (OU RABICHO), EM POLIPROPILENO, CONTATOS EM LATÃO DE FORMA TUBULAR.",4569,2.76,300.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10122,"042 - TOMADA FIXA PARA EMBUTIR, BIPOLAR COM CONTATO TERRA, CAPACIDADE NOMINAL 20A, ISOLAMENTO NOMINAL 250V, EM MATERIAL TERMOPLÁSTICO NÃO PROPAGADOR DE CHAMA, FABRICADA DE ACORDO COM AS NORMAS ABNT NBR 14136/2002.",4571,10.25,50.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10074,"043 - CABO ELÉTRICO FLEXÍVEL, CLASSE DE ENCORDOAMENTO 4 OU 5, TENSÃO ISOLAMENTO 0,6/1 KV, NORMAS TÉCNICAS NBR 7288, COR DA COBERTURA PRETA, SEÇÃO NOMINAL 240 MM2, MATERIAL DO CONDUTOR COBRE, MATERIAL ISOLAMENTO PVC - CLORETO DE POLIVINILA.",4572,124.21,150.00,0.00,1,LICITADO
737,"23076.2602/2016-99",10075,"044 - CABO ELÉTRICO FLEXÍVEL, CLASSE DE ENCORDOAMENTO 4 OU 5, TENSÃO ISOLAMENTO 0,6/1 KV, NORMAS TÉCNICAS NBR 7288, COR DA COBERTURA PRETA, SEÇÃO NOMINAL 50 MM2, MATERIAL DO CONDUTOR COBRE, MATERIAL ISOLAMENTO PVC - CLORETO DE POLIVINILA",4573,23.31,100.00,0.00,1,LICITADO
